player_feb_id,season_id,games,avg_min,avg_ast,avg_trb,avg_tov,avg_2pa,avg_3pa,fg2_pct,fg3_pct
2816298,2025,12,24.131944444444443,1.0,6.166666666666667,1.8333333333333333,6.25,5.25,0.3887566137566138,0.38703703703703707
2648564,2023-2024,26,33.455128205128204,1.5,8.153846153846153,3.0,10.961538461538462,0.9615384615384616,0.6078545386237694,0.18627450980392157
1384586,2025,12,27.73194444444444,3.8333333333333335,5.25,2.8333333333333335,4.333333333333333,1.5,0.3952380952380952,0.4351851851851852
1246691,2023-2024,23,23.016666666666666,2.739130434782609,1.8695652173913044,2.4782608695652173,2.4782608695652173,3.5217391304347827,0.41729323308270677,0.3228260869565217
1451287,2023-2024,13,26.93717948717949,1.5384615384615385,6.538461538461538,2.6923076923076925,9.384615384615385,0.38461538461538464,0.3605769230769231,0.0
2070892,2023-2024,23,11.502898550724638,0.21739130434782608,2.3043478260869565,0.8260869565217391,1.9565217391304348,0.30434782608695654,0.28020833333333334,0.0
2034984,2024-2025,22,20.750757575757575,3.3636363636363638,2.4545454545454546,1.8181818181818181,5.954545454545454,2.3181818181818183,0.45857039785611214,0.23412698412698413
2275883,2025,12,27.681944444444444,2.8333333333333335,1.8333333333333333,2.0833333333333335,5.083333333333333,7.583333333333333,0.5540223665223665,0.24933862433862433
1948057,2023-2024,26,22.032692307692308,1.8076923076923077,1.7307692307692308,1.7307692307692308,2.576923076923077,3.269230769230769,0.32430555555555557,0.2076923076923077
1521307,2025,12,22.52916666666667,2.5833333333333335,2.5833333333333335,1.5833333333333333,4.0,2.8333333333333335,0.3462121212121212,0.13888888888888887
2639435,2024-2025,17,25.430392156862744,1.2352941176470589,7.529411764705882,2.176470588235294,6.294117647058823,3.823529411764706,0.6066387860505508,0.25406162464985993
1613545,2023-2024,26,30.221153846153847,1.1923076923076923,7.1923076923076925,1.5769230769230769,7.3076923076923075,0.6923076923076923,0.36822344322344325,0.1794871794871795
1827474,2024-2025,20,14.356666666666666,2.05,1.7,1.3,2.05,2.15,0.5294117647058824,0.23222222222222222
2323195,2024-2025,8,16.483333333333334,1.0,1.625,2.5,1.0,2.875,0.8333333333333334,0.2976190476190476
1596142,2025,10,19.063333333333333,1.3,1.3,0.7,1.7,4.0,0.369047619047619,0.325
2397403,2024-2025,26,9.239102564102565,0.23076923076923078,1.8846153846153846,0.5384615384615384,2.5,0.0,0.6291666666666667,
1526980,2024-2025,18,10.380555555555555,0.2222222222222222,2.7222222222222223,0.3333333333333333,1.8888888888888888,0.2222222222222222,0.4393939393939394,0.0
1596006,2024-2025,23,26.144202898550727,3.347826086956522,4.173913043478261,2.1739130434782608,4.782608695652174,4.173913043478261,0.44573844030365767,0.21904761904761905
2557086,2025,11,14.72878787878788,0.5454545454545454,1.4545454545454546,0.9090909090909091,0.5454545454545454,1.9090909090909092,0.6,0.2
1086144,2025,9,17.303703703703704,1.5555555555555556,2.6666666666666665,1.4444444444444444,1.0,3.4444444444444446,0.5714285714285714,0.27708333333333335
1394220,2025,8,5.56875,0.375,0.625,0.125,0.25,1.375,0.0,0.08333333333333333
2118968,2025,12,15.929166666666667,0.3333333333333333,2.8333333333333335,0.3333333333333333,1.1666666666666667,2.1666666666666665,0.511904761904762,0.2333333333333333
1399059,2025,12,16.40138888888889,1.6666666666666667,1.5833333333333333,0.6666666666666666,0.3333333333333333,5.916666666666667,0.8333333333333334,0.36782661782661785
2753938,2025,11,30.44242424242424,1.0,8.363636363636363,2.727272727272727,8.909090909090908,1.1818181818181819,0.5804972804972804,0.16666666666666666
2031094,2024-2025,24,12.640277777777778,0.2916666666666667,1.875,0.3333333333333333,1.75,0.0,0.5063492063492063,
1877103,2025,12,27.07777777777778,0.6666666666666666,4.833333333333333,2.6666666666666665,5.25,6.333333333333333,0.33095238095238094,0.3496693121693122
1877103,2024-2025,24,17.988194444444442,0.75,2.7083333333333335,0.9583333333333334,3.0,5.375,0.391765873015873,0.2827876984126984
1246173,2025,12,15.365277777777777,0.75,3.8333333333333335,0.9166666666666666,2.25,0.08333333333333333,0.4662698412698412,1.0
1687695,2025,12,18.711111111111112,2.5833333333333335,3.8333333333333335,1.3333333333333333,5.416666666666667,1.1666666666666667,0.4472222222222222,0.0
1684030,2025,12,24.869444444444444,2.1666666666666665,8.75,2.25,3.0833333333333335,1.25,0.5272727272727272,0.06666666666666667
1441094,2023-2024,23,24.720289855072465,0.782608695652174,9.478260869565217,1.6956521739130435,5.739130434782608,0.13043478260869565,0.43731884057971016,0.0
2095207,2023-2024,25,23.560666666666666,2.48,5.28,1.72,4.6,6.4,0.42990476190476185,0.2968571428571429
2682564,2023-2024,22,14.503787878787877,0.18181818181818182,5.5,1.0909090909090908,4.454545454545454,0.5454545454545454,0.5991228070175438,0.0
1992879,2024-2025,24,30.038194444444443,4.958333333333333,2.8333333333333335,3.625,7.333333333333333,3.8333333333333335,0.45978385040885045,0.31587301587301586
2377307,2023-2024,12,16.270833333333332,0.25,1.0,0.3333333333333333,1.3333333333333333,4.833333333333333,0.23333333333333334,0.39365079365079364
2081063,2025,12,27.590277777777775,2.0833333333333335,10.583333333333334,2.0833333333333335,7.083333333333333,2.1666666666666665,0.5325577200577201,0.40277777777777773
2825620,2025,11,21.133333333333333,0.9090909090909091,6.909090909090909,2.4545454545454546,6.181818181818182,2.0,0.6226190476190476,0.22727272727272727
2651503,2025,10,25.605,1.7,4.0,3.0,6.6,4.9,0.4826984126984127,0.33035714285714285
2065541,2025,8,12.166666666666668,0.375,1.5,0.625,2.25,1.875,0.4041666666666667,0.16666666666666666
2153148,2025,8,18.102083333333333,3.375,3.0,1.0,0.875,4.375,0.9375,0.21875
2250610,2023-2024,24,26.09166666666667,1.2916666666666667,9.833333333333334,3.6666666666666665,6.083333333333333,0.9583333333333334,0.5811278998778998,0.16923076923076924
2156303,2023-2024,24,11.079166666666666,0.2916666666666667,1.3333333333333333,0.6666666666666666,2.0416666666666665,1.875,0.49583333333333335,0.19444444444444445
1825393,2024-2025,26,27.249358974358977,0.8076923076923077,8.692307692307692,1.8076923076923077,8.115384615384615,0.15384615384615385,0.5399996371150217,0.0
2343041,2025,10,18.901666666666664,0.6,4.2,1.0,3.9,0.1,0.465,0.0
1536510,2025,8,14.783333333333333,0.875,1.125,0.875,1.375,2.0,0.4761904761904762,0.25
2642164,2025,8,17.18958333333333,1.75,2.375,1.375,3.875,1.5,0.296875,0.05
2151722,2023-2024,20,8.4075,0.8,1.0,1.25,1.2,0.65,0.4090909090909091,0.05
1993149,2023-2024,24,27.253472222222225,1.8333333333333333,3.0833333333333335,2.5833333333333335,7.166666666666667,6.0,0.38827185545935544,0.3239162457912458
2081670,2024-2025,24,17.28472222222222,1.7083333333333333,2.9583333333333335,1.25,2.875,2.7916666666666665,0.5242630385487528,0.44365079365079363
2648575,2023-2024,22,27.91060606060606,0.9090909090909091,8.727272727272727,1.8636363636363635,10.090909090909092,3.727272727272727,0.42462170924737774,0.3893939393939394
1577477,2023-2024,20,23.548333333333336,4.0,3.4,1.6,5.55,4.8,0.2654834054834055,0.36505952380952383
1731705,2024-2025,24,29.68472222222222,3.2916666666666665,5.458333333333333,1.7916666666666667,6.708333333333333,8.291666666666666,0.5418842731342731,0.35954936267436266
2102045,2024-2025,21,19.84285714285714,0.5238095238095238,2.4285714285714284,1.8095238095238095,5.523809523809524,3.3333333333333335,0.3722639933166249,0.3171296296296296
500395,2024-2025,24,29.26388888888889,1.7916666666666667,8.291666666666666,1.6666666666666667,9.041666666666666,3.7083333333333335,0.42930148555148556,0.2968944099378882
1301762,2023-2024,24,20.884027777777778,1.125,1.4583333333333333,1.5,1.3333333333333333,5.791666666666667,0.33541666666666664,0.37552910052910055
2400216,2024-2025,24,13.6,0.5833333333333334,2.5416666666666665,0.7083333333333334,1.5416666666666667,2.2083333333333335,0.5686274509803921,0.24916666666666668
2814592,2025,12,24.920833333333334,1.0833333333333333,5.25,2.0,7.916666666666667,2.8333333333333335,0.5262210012210012,0.509090909090909
2276302,2025,12,11.698611111111111,0.4166666666666667,2.4166666666666665,1.1666666666666667,1.0833333333333333,2.5,0.13999999999999999,0.1875
2044955,2023-2024,21,25.835714285714282,1.2380952380952381,8.333333333333334,2.0,8.714285714285714,3.238095238095238,0.584514295228581,0.21746031746031744
1047970,2023-2024,24,22.72083333333333,1.5833333333333333,3.3333333333333335,1.2083333333333333,3.1666666666666665,1.9166666666666667,0.35714285714285715,0.23492063492063492
2050452,2024-2025,19,31.894736842105264,2.0526315789473686,4.894736842105263,2.5789473684210527,10.0,3.0526315789473686,0.5391828931302616,0.2449074074074074
2331256,2025,8,12.172916666666667,0.375,2.5,1.0,2.375,1.0,0.4625,0.0
2002092,2025,11,17.421212121212122,1.7272727272727273,2.0,0.6363636363636364,1.2727272727272727,1.0909090909090908,0.47619047619047616,0.20833333333333331
1432491,2024-2025,25,30.843333333333334,1.48,10.8,2.28,8.52,5.52,0.5056709956709957,0.336
1803757,2024-2025,21,23.24206349206349,1.5714285714285714,10.619047619047619,3.0476190476190474,9.238095238095237,0.14285714285714285,0.5816725602439888,0.0
2375756,2025,12,22.881944444444443,1.0833333333333333,7.25,2.25,7.583333333333333,3.1666666666666665,0.5782661782661783,0.395021645021645
2337344,2025,8,5.7125,0.0,1.0,0.5,1.25,0.0,0.45,
1936842,2023-2024,24,26.186805555555555,1.4166666666666667,3.5,1.9166666666666667,5.458333333333333,4.0,0.436276455026455,0.42246376811594205
2249298,2024-2025,9,8.887037037037038,0.4444444444444444,3.3333333333333335,0.4444444444444444,3.0,0.0,0.4107142857142857,
1568401,2023-2024,20,21.884999999999998,1.35,4.5,0.7,2.6,4.0,0.38051146384479717,0.24887218045112783
1798077,2024-2025,24,21.531944444444445,3.0833333333333335,4.666666666666667,2.5,4.333333333333333,2.0833333333333335,0.48035714285714287,0.1865079365079365
1524167,2023-2024,12,22.626388888888886,1.9166666666666667,2.9166666666666665,1.8333333333333333,3.5,1.1666666666666667,0.42121212121212115,0.22916666666666666
201114,2023-2024,11,11.575757575757576,1.3636363636363635,0.7272727272727273,0.18181818181818182,0.6363636363636364,1.8181818181818181,0.3333333333333333,0.3541666666666667
2557724,2024-2025,23,18.25,0.6956521739130435,5.869565217391305,0.6521739130434783,2.9130434782608696,0.17391304347826086,0.5785714285714286,0.0
2639435,2023-2024,20,25.692500000000003,0.8,5.65,1.95,4.4,3.5,0.5868452380952381,0.3957282913165266
2259009,2024-2025,24,19.712500000000002,1.2083333333333333,3.0833333333333335,1.5833333333333333,4.375,3.25,0.40652173913043477,0.25351966873706006
2124326,2023-2024,23,24.793478260869566,3.608695652173913,2.652173913043478,2.217391304347826,3.0869565217391304,5.086956521739131,0.37586580086580085,0.2874223602484472
1921814,2025,10,23.641666666666666,2.8,4.1,2.6,8.2,3.2,0.4015873015873016,0.17666666666666667
1404288,2023-2024,23,19.52463768115942,2.0434782608695654,4.695652173913044,1.5217391304347827,2.347826086956522,2.9130434782608696,0.4603174603174603,0.3079710144927536
2200977,2023-2024,8,3.4541666666666666,0.25,0.125,0.375,0.125,0.5,1.0,0.16666666666666666
1799377,2024-2025,23,24.198550724637677,1.2608695652173914,4.3478260869565215,2.6956521739130435,6.956521739130435,5.6521739130434785,0.5124638646377777,0.26713902039988996
1532799,2023-2024,16,30.398958333333333,6.75,6.0,2.4375,5.5,4.25,0.4923611111111111,0.2857954545454545
1376026,2024-2025,20,22.523333333333333,1.1,5.05,2.4,8.0,0.15,0.42780303030303035,0.0
2533793,2025,12,23.82638888888889,0.5,10.5,1.6666666666666667,6.833333333333333,0.0,0.7217858530358531,
1778241,2025,10,25.688333333333333,4.6,2.7,2.6,3.0,1.4,0.31666666666666665,0.15625
2814508,2025,10,32.07833333333333,2.9,8.6,4.2,8.5,2.7,0.4586291486291486,0.16999999999999998
2044953,2025,12,13.236111111111109,0.3333333333333333,3.75,0.5,3.6666666666666665,0.16666666666666666,0.4615384615384615,0.0
2250460,2023-2024,18,14.787962962962963,0.7222222222222222,3.3333333333333335,0.7222222222222222,1.7777777777777777,1.5555555555555556,0.7857142857142857,0.2822222222222222
2641810,2023-2024,23,22.867391304347827,0.6521739130434783,7.086956521739131,1.2608695652173914,6.608695652173913,3.652173913043478,0.46379164313946925,0.2641774891774892
1922407,2024-2025,26,20.43846153846154,1.5384615384615385,1.1538461538461537,1.0384615384615385,4.115384615384615,3.0,0.4580793650793651,0.30540293040293043
2037792,2023-2024,17,9.39313725490196,0.6470588235294118,1.1764705882352942,0.8823529411764706,0.9411764705882353,1.0,0.611111111111111,0.2592592592592593
2576543,2023-2024,11,4.165151515151515,0.2727272727272727,1.3636363636363635,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.3333333333333333,0.0
2389588,2024-2025,22,9.15,0.22727272727272727,1.9545454545454546,0.5,3.227272727272727,0.09090909090909091,0.334469696969697,0.0
1172452,2024-2025,20,11.389166666666666,1.4,1.35,1.75,1.65,0.45,0.20555555555555557,0.14285714285714285
2765748,2024-2025,21,33.37936507936508,2.9523809523809526,3.9047619047619047,3.5714285714285716,5.904761904761905,7.190476190476191,0.47978080120937266,0.40363247863247864
1676382,2023-2024,20,17.0625,1.65,5.1,1.6,4.3,0.7,0.4285087719298245,0.2222222222222222
2033170,2024-2025,10,14.556666666666667,0.4,5.1,1.3,4.5,0.1,0.5669047619047619,1.0
2161529,2025,10,26.775,5.1,4.0,1.1,4.3,5.1,0.3857142857142857,0.19523809523809527
27573,2025,12,23.43472222222222,1.4166666666666667,2.0833333333333335,2.1666666666666665,2.75,4.0,0.43166666666666664,0.3426587301587301
1073361,2025,12,23.770833333333332,1.5,5.083333333333333,1.9166666666666667,4.666666666666667,0.5,0.5470238095238095,0.3333333333333333
2819824,2025,10,21.698333333333334,0.8,8.5,2.1,8.2,0.1,0.536417748917749,0.0
1692357,2025,11,26.89090909090909,0.6363636363636364,6.909090909090909,1.4545454545454546,6.818181818181818,2.909090909090909,0.5045454545454545,0.22077922077922077
2816704,2025,11,20.477272727272727,0.8181818181818182,5.0,1.1818181818181819,4.7272727272727275,1.9090909090909092,0.41414141414141414,0.040740740740740744
1772711,2023-2024,20,22.145,2.4,2.5,1.1,5.7,2.15,0.5036634199134199,0.24705882352941178
1042406,2024-2025,22,24.118939393939396,2.909090909090909,5.409090909090909,2.090909090909091,2.909090909090909,4.2272727272727275,0.3439935064935065,0.2975649350649351
2451920,2024-2025,23,21.278260869565216,1.2173913043478262,5.739130434782608,1.173913043478261,4.086956521739131,1.2173913043478262,0.6,0.2222222222222222
2735030,2025,12,24.990277777777777,1.4166666666666667,6.833333333333333,2.0833333333333335,9.75,3.1666666666666665,0.5591163738222561,0.2388888888888889
1392979,2023-2024,25,20.495333333333335,0.84,2.76,1.32,4.8,0.88,0.41611255411255416,0.13888888888888887
2164732,2024-2025,9,10.649999999999999,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.8888888888888888,3.111111111111111,0.42857142857142855,0.26157407407407407
2657918,2025,11,11.201515151515151,0.36363636363636365,0.9090909090909091,1.2727272727272727,3.1818181818181817,0.7272727272727273,0.5583333333333333,0.3333333333333333
1824713,2024-2025,22,29.188636363636363,5.2272727272727275,5.181818181818182,3.090909090909091,7.0,2.5454545454545454,0.49371310507674143,0.31666666666666665
1080212,2024-2025,16,19.096875,3.3125,3.5625,2.375,0.5,5.8125,0.5714285714285714,0.2634920634920635
2042782,2024-2025,26,18.171153846153846,2.3076923076923075,3.230769230769231,2.423076923076923,4.6923076923076925,1.9230769230769231,0.45094627594627595,0.19365079365079363
2236353,2025,10,8.23,0.1,0.4,0.1,0.2,0.7,0.0,0.16666666666666666
1361531,2024-2025,18,16.435185185185183,0.8888888888888888,5.222222222222222,2.2222222222222223,5.611111111111111,0.9444444444444444,0.553615520282187,0.13636363636363635
2246964,2025,8,19.76875,1.875,2.5,2.125,1.875,4.0,0.5694444444444444,0.47291666666666665
2818143,2025,12,18.788888888888888,0.5833333333333334,5.5,1.8333333333333333,4.833333333333333,0.08333333333333333,0.5081349206349206,0.0
1091138,2025,12,27.854166666666668,0.6666666666666666,3.6666666666666665,0.5833333333333334,1.5833333333333333,7.5,0.2833333333333333,0.26500420875420877
1994360,2025,11,24.180303030303033,1.7272727272727273,8.454545454545455,1.3636363636363635,5.090909090909091,4.090909090909091,0.43138528138528137,0.380952380952381
2167452,2023-2024,12,8.123611111111112,0.4166666666666667,3.0,0.8333333333333334,0.9166666666666666,0.75,0.3333333333333333,0.1
1946645,2025,10,9.77,0.3,0.7,0.5,0.4,0.6,0.0,0.3
2158640,2023-2024,25,19.788,1.48,6.68,1.24,4.12,0.2,0.6173333333333333,0.0
2164754,2024-2025,21,19.446031746031746,1.2857142857142858,5.428571428571429,1.5238095238095237,5.095238095238095,1.0476190476190477,0.4838419913419913,0.34444444444444444
1765930,2024-2025,20,21.2575,1.7,2.7,1.7,4.2,3.7,0.4176065162907268,0.2308333333333333
1944109,2025,12,23.819444444444443,3.1666666666666665,2.5833333333333335,1.9166666666666667,4.75,4.833333333333333,0.5027777777777778,0.32586580086580086
2650696,2023-2024,24,24.422916666666666,0.3333333333333333,6.0,1.1666666666666667,6.291666666666667,0.6666666666666666,0.6155348124098124,0.2692307692307692
1613200,2023-2024,23,13.18695652173913,1.0,2.5217391304347827,0.9130434782608695,2.391304347826087,1.3043478260869565,0.4306547619047619,0.2777777777777778
2148764,2023-2024,26,14.575641025641024,0.9615384615384616,3.923076923076923,1.2692307692307692,4.346153846153846,0.0,0.5372727272727272,
2009804,2023-2024,22,12.92121212121212,0.36363636363636365,1.4545454545454546,1.0,1.7272727272727273,1.0454545454545454,0.5433333333333333,0.3076923076923077
2449346,2023-2024,10,10.536666666666667,0.5,3.4,0.6,2.5,0.0,0.6077380952380952,
1531731,2024-2025,24,17.258333333333333,0.9583333333333334,3.4583333333333335,1.0416666666666667,3.25,1.0,0.45724637681159414,0.2549019607843137
1596112,2023-2024,10,13.621666666666666,0.7,3.0,0.5,4.6,1.1,0.2680982905982906,0.47222222222222227
1943788,2023-2024,19,9.771929824561402,0.3157894736842105,2.5789473684210527,0.6842105263157895,1.9473684210526316,0.05263157894736842,0.4372549019607843,0.0
1995171,2024-2025,21,15.333333333333334,1.1904761904761905,1.6666666666666667,1.0476190476190477,2.0476190476190474,1.7142857142857142,0.3259259259259259,0.12037037037037036
2253736,2024-2025,17,11.237254901960783,0.5882352941176471,0.8235294117647058,0.5882352941176471,2.0,0.8235294117647058,0.46483516483516485,0.21428571428571427
2741971,2025,12,22.57777777777778,0.75,4.5,2.5833333333333335,7.166666666666667,1.0,0.6023555148555149,0.25
1654527,2025,10,6.915000000000001,0.1,1.5,0.6,0.7,0.1,0.75,0.0
2559076,2025,11,13.210606060606061,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.6363636363636364,1.9090909090909092,0.4166666666666667,0.15
1272052,2024-2025,10,21.208333333333336,1.2,4.6,1.5,3.1,3.7,0.43465608465608463,0.24499999999999997
2735030,2024-2025,22,30.109848484848484,1.8636363636363635,7.409090909090909,3.4545454545454546,7.863636363636363,2.3181818181818183,0.5428555030827759,0.2458333333333333
1520406,2025,12,10.161111111111111,0.08333333333333333,1.6666666666666667,0.5833333333333334,2.0,0.4166666666666667,0.5625,0.25
2177613,2024-2025,17,9.101960784313725,0.17647058823529413,1.0588235294117647,0.17647058823529413,1.411764705882353,1.0,0.4393939393939394,0.26515151515151514
1822563,2025,10,28.645,3.1,7.6,1.9,6.6,4.8,0.47444444444444445,0.4652380952380953
1622422,2023-2024,26,27.45576923076923,1.5769230769230769,4.884615384615385,2.423076923076923,8.73076923076923,3.923076923076923,0.5021215963523656,0.19198717948717947
1487941,2023-2024,26,21.35576923076923,2.4615384615384617,3.769230769230769,2.1923076923076925,6.884615384615385,1.3461538461538463,0.4320859010270775,0.16666666666666666
2023248,2023-2024,26,7.764102564102564,0.6538461538461539,1.0,0.46153846153846156,1.2307692307692308,0.5384615384615384,0.4880952380952381,0.08333333333333333
1824713,2023-2024,26,24.68653846153846,3.5384615384615383,3.269230769230769,2.269230769230769,4.8076923076923075,2.076923076923077,0.5926434676434676,0.35634920634920636
2364467,2023-2024,11,8.68030303030303,0.45454545454545453,2.090909090909091,0.45454545454545453,1.8181818181818181,1.4545454545454546,0.5083333333333333,0.29166666666666663
1890960,2023-2024,25,20.032,1.04,1.52,1.92,3.08,5.24,0.4784722222222222,0.3129286269286269
2029778,2023-2024,25,24.414,1.88,4.56,2.08,8.0,3.04,0.43632389832389834,0.23958333333333334
1591966,2024-2025,22,26.643181818181816,0.8636363636363636,5.181818181818182,1.0454545454545454,0.9090909090909091,5.909090909090909,0.4880952380952381,0.45220877607241244
303786,2023-2024,17,17.23235294117647,3.235294117647059,2.2941176470588234,1.5294117647058822,1.5294117647058822,2.6470588235294117,0.3522727272727273,0.20833333333333334
2059682,2023-2024,16,12.427083333333334,0.4375,2.6875,0.9375,2.6875,2.75,0.4004329004329005,0.41818181818181815
2280219,2024-2025,26,21.02948717948718,0.6923076923076923,3.6923076923076925,1.2692307692307692,4.8076923076923075,1.6153846153846154,0.5288888888888889,0.2196969696969697
2462479,2023-2024,21,27.42142857142857,1.8095238095238095,2.3333333333333335,2.7142857142857144,7.0476190476190474,5.476190476190476,0.39863553113553113,0.3205215419501134
2188903,2023-2024,12,6.234722222222222,0.08333333333333333,1.6666666666666667,0.6666666666666666,1.8333333333333333,0.4166666666666667,0.25170068027210885,0.0
